"dataset"	"matrix_name"	"model_code"	"prefix"	"best_model"	"estimated_rates"	"estimated_gamma"	"estimated_state_frequencies"	"constraint_tree_hypothesis"	"constraint_tree_number"	"constraint_tree_id"	"constraint_tree_paths"	"hypothesis_tree_prefixes"	"alignment_path"	"iqtree_path"	"constraint_trees"	"num_threads"	"partitioned"	"partition_file"	"model_mrate"	"num_bootstraps"
"Pick2010"	"Pick2010"	"PMSF_C60"	"Pick2010.Pick2010.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Pick2010.Pick2010.PMSF_C60.ssfp.sitefreq"	"0.2992,0.0566,0.2615,0.4383,0.2617,1.2899,0.1776,2.9895"	NA	"State frequencies from model"	"Porifera-sister"	2	"Pick2010.Pick2010.PMSF_C60.ML_C2"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Pick2010.Pick2010.constraint_tree_2.nex"	"Pick2010.Pick2010.PMSF_C60.ML_H2"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Pick2010.Pick2010.aa.alignment.phy"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((Proterospo, Monosiga_b, Monosiga00, Amoebidium, Capsaspora, Sphaerofor), ((Lubomirski, Ephydatia_, Pachydicty, Suberites_, Amphimedon, Carteriosp, Heterochon, Crateromor, Oopsacas_m, Oscarella_, Oscarell00, Sycon_raph, Leucetta_c), ((mertensiid, Pleurobrac, Mnemiopsis), (Podocoryne, Hydractini, Hydra_magn, Clytia_hem, Cyanea_cap, Metridium_, Anemonia_v, Nematostel, Montastrae, Acropora_m, Lumbricus_, Haementeri, Urechis_ca, Capitella_, Platynerei, Themiste_l, Chaetopter, Terebratal, Phoronis_v, Cerebratul, Carinoma_m, Crassostre, Argopecten, Mytilus_ga, Biomphalar, Aplysia_ca, Euprymna_s, Chaetopleu, Chaetoderm, Schmidtea_, Dugesia_ja, Echinococc, Paraplanoc, Macrostomu, Acanthoscu, Boophilus_, Anoplodact, Carcinosco, Scutigera_, Litopenaeu, Homarus_am, Drosophila, Daphnia_pu, Euperipato, Xiphinema_, Trichinell, Spinochord, Richtersiu, Hypsibius_, Priapulus_, Echinodere, Saccogloss, Ptychodera, Strongyloc, Asterina_p, Xenoturbel, Homo_sapie, Gallus_gal, Ciona_inte, Branchiost))));"	3	FALSE	NA	NA	1000
"Pick2010"	"Pick2010"	"PMSF_C60"	"Pick2010.Pick2010.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Pick2010.Pick2010.PMSF_C60.ssfp.sitefreq"	"0.2992,0.0566,0.2615,0.4383,0.2617,1.2899,0.1776,2.9895"	NA	"State frequencies from model"	"(Ctenophora+Porifera)-sister"	3	"Pick2010.Pick2010.PMSF_C60.ML_C3"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Pick2010.Pick2010.constraint_tree_3.nex"	"Pick2010.Pick2010.PMSF_C60.ML_H3"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Pick2010.Pick2010.aa.alignment.phy"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((Proterospo, Monosiga_b, Monosiga00, Amoebidium, Capsaspora, Sphaerofor), (((mertensiid, Pleurobrac, Mnemiopsis), (Lubomirski, Ephydatia_, Pachydicty, Suberites_, Amphimedon, Carteriosp, Heterochon, Crateromor, Oopsacas_m, Oscarella_, Oscarell00, Sycon_raph, Leucetta_c)), (Podocoryne, Hydractini, Hydra_magn, Clytia_hem, Cyanea_cap, Metridium_, Anemonia_v, Nematostel, Montastrae, Acropora_m, Lumbricus_, Haementeri, Urechis_ca, Capitella_, Platynerei, Themiste_l, Chaetopter, Terebratal, Phoronis_v, Cerebratul, Carinoma_m, Crassostre, Argopecten, Mytilus_ga, Biomphalar, Aplysia_ca, Euprymna_s, Chaetopleu, Chaetoderm, Schmidtea_, Dugesia_ja, Echinococc, Paraplanoc, Macrostomu, Acanthoscu, Boophilus_, Anoplodact, Carcinosco, Scutigera_, Litopenaeu, Homarus_am, Drosophila, Daphnia_pu, Euperipato, Xiphinema_, Trichinell, Spinochord, Richtersiu, Hypsibius_, Priapulus_, Echinodere, Saccogloss, Ptychodera, Strongyloc, Asterina_p, Xenoturbel, Homo_sapie, Gallus_gal, Ciona_inte, Branchiost)));"	3	FALSE	NA	NA	1000
"Pick2010"	"Pick2010"	"PMSF_C60"	"Pick2010.Pick2010.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Pick2010.Pick2010.PMSF_C60.ssfp.sitefreq"	"0.2992,0.0566,0.2615,0.4383,0.2617,1.2899,0.1776,2.9895"	NA	"State frequencies from model"	"Ctenophora-sister (Paraphyletic sponges)"	4	"Pick2010.Pick2010.PMSF_C60.ML_C4"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Pick2010.Pick2010.constraint_tree_4.nex"	"Pick2010.Pick2010.PMSF_C60.ML_H4"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Pick2010.Pick2010.aa.alignment.phy"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((Proterospo, Monosiga_b, Monosiga00, Amoebidium, Capsaspora, Sphaerofor), ((mertensiid, Pleurobrac, Mnemiopsis), ((Sycon_raph, Leucetta_c, Oscarell00), ((Heterochon, Crateromor, Oopsacas_m, Lubomirski, Ephydatia_, Pachydicty, Suberites_, Amphimedon, Carteriosp), (Podocoryne, Hydractini, Hydra_magn, Clytia_hem, Cyanea_cap, Metridium_, Anemonia_v, Nematostel, Montastrae, Acropora_m, Lumbricus_, Haementeri, Urechis_ca, Capitella_, Platynerei, Themiste_l, Chaetopter, Terebratal, Phoronis_v, Cerebratul, Carinoma_m, Crassostre, Argopecten, Mytilus_ga, Biomphalar, Aplysia_ca, Euprymna_s, Chaetopleu, Chaetoderm, Schmidtea_, Dugesia_ja, Echinococc, Paraplanoc, Macrostomu, Acanthoscu, Boophilus_, Anoplodact, Carcinosco, Scutigera_, Litopenaeu, Homarus_am, Drosophila, Daphnia_pu, Euperipato, Xiphinema_, Trichinell, Spinochord, Richtersiu, Hypsibius_, Priapulus_, Echinodere, Saccogloss, Ptychodera, Strongyloc, Asterina_p, Xenoturbel, Homo_sapie, Gallus_gal, Ciona_inte, Branchiost)))));"	3	FALSE	NA	NA	1000
"Pick2010"	"Pick2010"	"PMSF_C60"	"Pick2010.Pick2010.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Pick2010.Pick2010.PMSF_C60.ssfp.sitefreq"	"0.2992,0.0566,0.2615,0.4383,0.2617,1.2899,0.1776,2.9895"	NA	"State frequencies from model"	"Porifera-sister (Paraphyletic sponges)"	5	"Pick2010.Pick2010.PMSF_C60.ML_C5"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Pick2010.Pick2010.constraint_tree_5.nex"	"Pick2010.Pick2010.PMSF_C60.ML_H5"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Pick2010.Pick2010.aa.alignment.phy"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((Proterospo, Monosiga_b, Monosiga00, Amoebidium, Capsaspora, Sphaerofor), ((Sycon_raph, Leucetta_c, Oscarell00), ((Heterochon, Crateromor, Oopsacas_m, Lubomirski, Ephydatia_, Pachydicty, Suberites_, Amphimedon, Carteriosp), ((mertensiid, Pleurobrac, Mnemiopsis), (Podocoryne, Hydractini, Hydra_magn, Clytia_hem, Cyanea_cap, Metridium_, Anemonia_v, Nematostel, Montastrae, Acropora_m, Lumbricus_, Haementeri, Urechis_ca, Capitella_, Platynerei, Themiste_l, Chaetopter, Terebratal, Phoronis_v, Cerebratul, Carinoma_m, Crassostre, Argopecten, Mytilus_ga, Biomphalar, Aplysia_ca, Euprymna_s, Chaetopleu, Chaetoderm, Schmidtea_, Dugesia_ja, Echinococc, Paraplanoc, Macrostomu, Acanthoscu, Boophilus_, Anoplodact, Carcinosco, Scutigera_, Litopenaeu, Homarus_am, Drosophila, Daphnia_pu, Euperipato, Xiphinema_, Trichinell, Spinochord, Richtersiu, Hypsibius_, Priapulus_, Echinodere, Saccogloss, Ptychodera, Strongyloc, Asterina_p, Xenoturbel, Homo_sapie, Gallus_gal, Ciona_inte, Branchiost)))));"	3	FALSE	NA	NA	1000
"Ryan2013"	"REA_EST_includingXenoturbella"	"PMSF_C60"	"Ryan2013.REA_EST_includingXenoturbella.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Ryan2013.REA_EST_includingXenoturbella.PMSF_C60.ssfp.sitefreq"	"0.2846,0.0772,0.2741,0.4437,0.2639,1.2706,0.1774,2.9374"	NA	"State frequencies from model"	"Ctenophora-sister"	1	"Ryan2013.REA_EST_includingXenoturbella.PMSF_C60.ML_C1"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Ryan2013.REA_EST_includingXenoturbella.constraint_tree_1.nex"	"Ryan2013.REA_EST_includingXenoturbella.PMSF_C60.ML_H1"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Ryan2013.REA_EST_includingXenoturbella.aa.alignment.fas"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((Monosiga_brevicollis, Monosiga_ovata, Salpingoeca_rosetta), ((Pleurobrachia_pileus, Mnemiopsis_leidyi, Mertensiid_sp), ((Leucetta_chagosensis, Sycon_raphanus, Oscarella_carmela, Oscarella_lobularis, Oopsacas_minuta, Amphimedon_queenslandica, Carteriospongia_foliascens, Ephydatia_muelleri, Lubomirskia_baicalensis, Suberites_domuncula), (Cyanea_capillata, Clytia_hemisphaerica, Hydra_magnipapillata, Podocoryna_carnea, Hydractinia_echinata, Nematostella_vectensis, Anemonia_viridis, Aiptasia_pallida, Metridium_senile, Acropora_palmata, Acropora_millepora, Porites_astreoides, Montastraea_faveolata, Nemertoderma_westbladi, Meara_stichopi, Isodiametra_pulchra, Symsagittifera_roscoffensis, Convolutriloba_longifissura, Saccoglossus_kowalevskii, Ptychodera_flava, Strongylocentrotus_purpuratus, Asterina_pectinifera, Branchiostoma_floridae, Petromyzon_marinus, Gallus_gallus, Ciona_intestinalis, Halocynthia_roretzi, Xiphinema_index, Euperipatoides_kanangrensis, Anoplodactylus_eroticus, Boophilus_microplus, Daphnia_pulex, Drosophila_melanogaster, Schmidtea_mediterranea, Paraplanocera_oligoglena, Capitella_telata, Helobdella_robusta, Cerebratulus_lacteus, Terebratalia_transversa, Euprymna_scolopes, Lottia_gigantea, Crassostrea_virginica, Xenoturbella_bocki))));"	3	FALSE	NA	NA	1000
"Ryan2013"	"REA_EST_includingXenoturbella"	"PMSF_C60"	"Ryan2013.REA_EST_includingXenoturbella.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Ryan2013.REA_EST_includingXenoturbella.PMSF_C60.ssfp.sitefreq"	"0.2846,0.0772,0.2741,0.4437,0.2639,1.2706,0.1774,2.9374"	NA	"State frequencies from model"	"Porifera-sister"	2	"Ryan2013.REA_EST_includingXenoturbella.PMSF_C60.ML_C2"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Ryan2013.REA_EST_includingXenoturbella.constraint_tree_2.nex"	"Ryan2013.REA_EST_includingXenoturbella.PMSF_C60.ML_H2"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Ryan2013.REA_EST_includingXenoturbella.aa.alignment.fas"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((Monosiga_brevicollis, Monosiga_ovata, Salpingoeca_rosetta), ((Leucetta_chagosensis, Sycon_raphanus, Oscarella_carmela, Oscarella_lobularis, Oopsacas_minuta, Amphimedon_queenslandica, Carteriospongia_foliascens, Ephydatia_muelleri, Lubomirskia_baicalensis, Suberites_domuncula), ((Pleurobrachia_pileus, Mnemiopsis_leidyi, Mertensiid_sp), (Cyanea_capillata, Clytia_hemisphaerica, Hydra_magnipapillata, Podocoryna_carnea, Hydractinia_echinata, Nematostella_vectensis, Anemonia_viridis, Aiptasia_pallida, Metridium_senile, Acropora_palmata, Acropora_millepora, Porites_astreoides, Montastraea_faveolata, Nemertoderma_westbladi, Meara_stichopi, Isodiametra_pulchra, Symsagittifera_roscoffensis, Convolutriloba_longifissura, Saccoglossus_kowalevskii, Ptychodera_flava, Strongylocentrotus_purpuratus, Asterina_pectinifera, Branchiostoma_floridae, Petromyzon_marinus, Gallus_gallus, Ciona_intestinalis, Halocynthia_roretzi, Xiphinema_index, Euperipatoides_kanangrensis, Anoplodactylus_eroticus, Boophilus_microplus, Daphnia_pulex, Drosophila_melanogaster, Schmidtea_mediterranea, Paraplanocera_oligoglena, Capitella_telata, Helobdella_robusta, Cerebratulus_lacteus, Terebratalia_transversa, Euprymna_scolopes, Lottia_gigantea, Crassostrea_virginica, Xenoturbella_bocki))));"	3	FALSE	NA	NA	1000
"Ryan2013"	"REA_EST_includingXenoturbella"	"PMSF_C60"	"Ryan2013.REA_EST_includingXenoturbella.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Ryan2013.REA_EST_includingXenoturbella.PMSF_C60.ssfp.sitefreq"	"0.2846,0.0772,0.2741,0.4437,0.2639,1.2706,0.1774,2.9374"	NA	"State frequencies from model"	"(Ctenophora+Porifera)-sister"	3	"Ryan2013.REA_EST_includingXenoturbella.PMSF_C60.ML_C3"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Ryan2013.REA_EST_includingXenoturbella.constraint_tree_3.nex"	"Ryan2013.REA_EST_includingXenoturbella.PMSF_C60.ML_H3"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Ryan2013.REA_EST_includingXenoturbella.aa.alignment.fas"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((Monosiga_brevicollis, Monosiga_ovata, Salpingoeca_rosetta), (((Pleurobrachia_pileus, Mnemiopsis_leidyi, Mertensiid_sp), (Leucetta_chagosensis, Sycon_raphanus, Oscarella_carmela, Oscarella_lobularis, Oopsacas_minuta, Amphimedon_queenslandica, Carteriospongia_foliascens, Ephydatia_muelleri, Lubomirskia_baicalensis, Suberites_domuncula)), (Cyanea_capillata, Clytia_hemisphaerica, Hydra_magnipapillata, Podocoryna_carnea, Hydractinia_echinata, Nematostella_vectensis, Anemonia_viridis, Aiptasia_pallida, Metridium_senile, Acropora_palmata, Acropora_millepora, Porites_astreoides, Montastraea_faveolata, Nemertoderma_westbladi, Meara_stichopi, Isodiametra_pulchra, Symsagittifera_roscoffensis, Convolutriloba_longifissura, Saccoglossus_kowalevskii, Ptychodera_flava, Strongylocentrotus_purpuratus, Asterina_pectinifera, Branchiostoma_floridae, Petromyzon_marinus, Gallus_gallus, Ciona_intestinalis, Halocynthia_roretzi, Xiphinema_index, Euperipatoides_kanangrensis, Anoplodactylus_eroticus, Boophilus_microplus, Daphnia_pulex, Drosophila_melanogaster, Schmidtea_mediterranea, Paraplanocera_oligoglena, Capitella_telata, Helobdella_robusta, Cerebratulus_lacteus, Terebratalia_transversa, Euprymna_scolopes, Lottia_gigantea, Crassostrea_virginica, Xenoturbella_bocki)));"	3	FALSE	NA	NA	1000
"Ryan2013"	"REA_EST_includingXenoturbella"	"PMSF_C60"	"Ryan2013.REA_EST_includingXenoturbella.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Ryan2013.REA_EST_includingXenoturbella.PMSF_C60.ssfp.sitefreq"	"0.2846,0.0772,0.2741,0.4437,0.2639,1.2706,0.1774,2.9374"	NA	"State frequencies from model"	"Ctenophora-sister (Paraphyletic sponges)"	4	"Ryan2013.REA_EST_includingXenoturbella.PMSF_C60.ML_C4"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Ryan2013.REA_EST_includingXenoturbella.constraint_tree_4.nex"	"Ryan2013.REA_EST_includingXenoturbella.PMSF_C60.ML_H4"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Ryan2013.REA_EST_includingXenoturbella.aa.alignment.fas"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((Monosiga_brevicollis, Monosiga_ovata, Salpingoeca_rosetta), ((Pleurobrachia_pileus, Mnemiopsis_leidyi, Mertensiid_sp), ((Leucetta_chagosensis, Sycon_raphanus, Oscarella_carmela, Oscarella_lobularis), ((Oopsacas_minuta, Amphimedon_queenslandica, Carteriospongia_foliascens, Ephydatia_muelleri, Lubomirskia_baicalensis, Suberites_domuncula), (Cyanea_capillata, Clytia_hemisphaerica, Hydra_magnipapillata, Podocoryna_carnea, Hydractinia_echinata, Nematostella_vectensis, Anemonia_viridis, Aiptasia_pallida, Metridium_senile, Acropora_palmata, Acropora_millepora, Porites_astreoides, Montastraea_faveolata, Nemertoderma_westbladi, Meara_stichopi, Isodiametra_pulchra, Symsagittifera_roscoffensis, Convolutriloba_longifissura, Saccoglossus_kowalevskii, Ptychodera_flava, Strongylocentrotus_purpuratus, Asterina_pectinifera, Branchiostoma_floridae, Petromyzon_marinus, Gallus_gallus, Ciona_intestinalis, Halocynthia_roretzi, Xiphinema_index, Euperipatoides_kanangrensis, Anoplodactylus_eroticus, Boophilus_microplus, Daphnia_pulex, Drosophila_melanogaster, Schmidtea_mediterranea, Paraplanocera_oligoglena, Capitella_telata, Helobdella_robusta, Cerebratulus_lacteus, Terebratalia_transversa, Euprymna_scolopes, Lottia_gigantea, Crassostrea_virginica, Xenoturbella_bocki)))));"	3	FALSE	NA	NA	1000
"Ryan2013"	"REA_EST_includingXenoturbella"	"PMSF_C60"	"Ryan2013.REA_EST_includingXenoturbella.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Ryan2013.REA_EST_includingXenoturbella.PMSF_C60.ssfp.sitefreq"	"0.2846,0.0772,0.2741,0.4437,0.2639,1.2706,0.1774,2.9374"	NA	"State frequencies from model"	"Porifera-sister (Paraphyletic sponges)"	5	"Ryan2013.REA_EST_includingXenoturbella.PMSF_C60.ML_C5"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Ryan2013.REA_EST_includingXenoturbella.constraint_tree_5.nex"	"Ryan2013.REA_EST_includingXenoturbella.PMSF_C60.ML_H5"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Ryan2013.REA_EST_includingXenoturbella.aa.alignment.fas"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((Monosiga_brevicollis, Monosiga_ovata, Salpingoeca_rosetta), ((Leucetta_chagosensis, Sycon_raphanus, Oscarella_carmela, Oscarella_lobularis), ((Oopsacas_minuta, Amphimedon_queenslandica, Carteriospongia_foliascens, Ephydatia_muelleri, Lubomirskia_baicalensis, Suberites_domuncula), ((Pleurobrachia_pileus, Mnemiopsis_leidyi, Mertensiid_sp), (Cyanea_capillata, Clytia_hemisphaerica, Hydra_magnipapillata, Podocoryna_carnea, Hydractinia_echinata, Nematostella_vectensis, Anemonia_viridis, Aiptasia_pallida, Metridium_senile, Acropora_palmata, Acropora_millepora, Porites_astreoides, Montastraea_faveolata, Nemertoderma_westbladi, Meara_stichopi, Isodiametra_pulchra, Symsagittifera_roscoffensis, Convolutriloba_longifissura, Saccoglossus_kowalevskii, Ptychodera_flava, Strongylocentrotus_purpuratus, Asterina_pectinifera, Branchiostoma_floridae, Petromyzon_marinus, Gallus_gallus, Ciona_intestinalis, Halocynthia_roretzi, Xiphinema_index, Euperipatoides_kanangrensis, Anoplodactylus_eroticus, Boophilus_microplus, Daphnia_pulex, Drosophila_melanogaster, Schmidtea_mediterranea, Paraplanocera_oligoglena, Capitella_telata, Helobdella_robusta, Cerebratulus_lacteus, Terebratalia_transversa, Euprymna_scolopes, Lottia_gigantea, Crassostrea_virginica, Xenoturbella_bocki)))));"	3	FALSE	NA	NA	1000
"Whelan2015"	"Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"	"PMSF_C60"	"Whelan2015.Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Whelan2015.Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned.PMSF_C60.ssfp.sitefreq"	"0.2452,0.0633,0.2652,0.4273,0.2974,1.1807,0.1923,2.7051"	NA	"State frequencies from model"	"Ctenophora-sister"	1	"Whelan2015.Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned.PMSF_C60.ML_C1"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Whelan2015.Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned.constraint_tree_1.nex"	"Whelan2015.Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned.PMSF_C60.ML_H1"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Whelan2015.Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned.aa.alignment.phy"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((Amoebidium_parasiticum, Capsaspora_owczarzaki, Monosiga_ovata, Salpingoeca_rosetta, Sphaeroforma_arctica, Spizellomyces_punctatus, Allomyces_macrogynus, Ministeria_vibrans, Mortierella_verticillata, Rhizopus_oryzae), ((Beroe_abyssicola, Bolinopsis_infundibulum, Coeloplana_astericola, Dryodora_glandiformis, Euplokamis_dunlapae, Mnemiopsis_leidyi, Pleurobrachia_bachei, Vallicula_sp, Mertensiidae_sp, Pleurobrachia_atlantica), ((Amphimedon_queenslandica, Aphrocallistes_vastus, Chondrilla_nucula, Corticium_candelabrum, Crella_elegans, Ephydatia_muelleri, Hyalonema_populiferum, Ircinia_fasciculata, Kirkpatrickia_variolosa, Latrunculia_apicalis, Oscarella_carmela, Petrosia_ficiformis, Pseudospongosorites_suberitoides, Rossella_fibulata, Sycon_ciliatum, Sycon_coactum, Sympagella_nux, Spongilla_alba, Tethya_wilhelma), (Abylopsis_tetragona, Acropora_digitifera, Agalma_elegans, Aiptasia_pallida, Aurelia_aurita, Bolocera_tuediae, Eunicella_verrucosa, Hormathia_digitata, Hydra_oligactis, Hydra_viridissima, Hydra_vulgaris, Nanomia_bijuga, Nematostella_vectensis, Craseoa_lathetica, Periphylla_periphylla, Physalia_physalis, Platygyra_carnosa, Capitella_teleta, Danio_rerio, Daphnia_pulex, Drosophila_melanogaster, Homo_sapiens, Lottia_gigantea, Petromyzon_marinus, Priapulus_caudatus, Saccoglossus_kowalevskii, Strongylocentrotus_purpuratus, Hemithiris_psittacea, Lithobius_forficatus, Tubulanus_polymorphus))));"	3	FALSE	NA	NA	1000
"Whelan2015"	"Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"	"PMSF_C60"	"Whelan2015.Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Whelan2015.Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned.PMSF_C60.ssfp.sitefreq"	"0.2452,0.0633,0.2652,0.4273,0.2974,1.1807,0.1923,2.7051"	NA	"State frequencies from model"	"Porifera-sister"	2	"Whelan2015.Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned.PMSF_C60.ML_C2"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Whelan2015.Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned.constraint_tree_2.nex"	"Whelan2015.Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned.PMSF_C60.ML_H2"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Whelan2015.Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned.aa.alignment.phy"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((Amoebidium_parasiticum, Capsaspora_owczarzaki, Monosiga_ovata, Salpingoeca_rosetta, Sphaeroforma_arctica, Spizellomyces_punctatus, Allomyces_macrogynus, Ministeria_vibrans, Mortierella_verticillata, Rhizopus_oryzae), ((Amphimedon_queenslandica, Aphrocallistes_vastus, Chondrilla_nucula, Corticium_candelabrum, Crella_elegans, Ephydatia_muelleri, Hyalonema_populiferum, Ircinia_fasciculata, Kirkpatrickia_variolosa, Latrunculia_apicalis, Oscarella_carmela, Petrosia_ficiformis, Pseudospongosorites_suberitoides, Rossella_fibulata, Sycon_ciliatum, Sycon_coactum, Sympagella_nux, Spongilla_alba, Tethya_wilhelma), ((Beroe_abyssicola, Bolinopsis_infundibulum, Coeloplana_astericola, Dryodora_glandiformis, Euplokamis_dunlapae, Mnemiopsis_leidyi, Pleurobrachia_bachei, Vallicula_sp, Mertensiidae_sp, Pleurobrachia_atlantica), (Abylopsis_tetragona, Acropora_digitifera, Agalma_elegans, Aiptasia_pallida, Aurelia_aurita, Bolocera_tuediae, Eunicella_verrucosa, Hormathia_digitata, Hydra_oligactis, Hydra_viridissima, Hydra_vulgaris, Nanomia_bijuga, Nematostella_vectensis, Craseoa_lathetica, Periphylla_periphylla, Physalia_physalis, Platygyra_carnosa, Capitella_teleta, Danio_rerio, Daphnia_pulex, Drosophila_melanogaster, Homo_sapiens, Lottia_gigantea, Petromyzon_marinus, Priapulus_caudatus, Saccoglossus_kowalevskii, Strongylocentrotus_purpuratus, Hemithiris_psittacea, Lithobius_forficatus, Tubulanus_polymorphus))));"	3	FALSE	NA	NA	1000
